File,codigo_reh_1.100.0.26077.txt,vscode_reh_1.112.0-exploration.txt,vscode_reh_1.112.0.txt,vscode_reh_1.113.0-insider.txt,vscodium_reh_1.110.11631.txt
node_modules/@github/copilot-sdk/node_modules/zod/v3/index.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v3/index.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v3/index.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v3/locales/en.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v3/locales/en.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v3/locales/en.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v3/package.json,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v3/standard-schema.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v3/standard-schema.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v3/standard-schema.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v3/types.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v3/types.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v3/types.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4-mini/index.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4-mini/index.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4-mini/index.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4-mini/package.json,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/checks.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/checks.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/checks.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/coerce.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/coerce.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/coerce.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/compat.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/compat.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/compat.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/errors.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/errors.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/errors.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/external.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/external.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/external.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/from-json-schema.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/from-json-schema.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/from-json-schema.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/index.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/index.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/index.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/iso.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/iso.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/iso.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/package.json,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/parse.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/parse.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/parse.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/schemas.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/schemas.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/classic/schemas.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/api.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/api.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/api.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/checks.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/checks.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/checks.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/core.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/core.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/core.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/doc.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/doc.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/doc.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/errors.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/errors.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/errors.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/index.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/index.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/index.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/json-schema-generator.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/json-schema-generator.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/json-schema-generator.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/json-schema-processors.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/json-schema-processors.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/json-schema-processors.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/json-schema.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/json-schema.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/json-schema.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/package.json,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/parse.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/parse.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/parse.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/regexes.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/regexes.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/regexes.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/registries.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/registries.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/registries.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/schemas.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/schemas.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/schemas.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/standard-schema.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/standard-schema.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/standard-schema.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/to-json-schema.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/to-json-schema.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/to-json-schema.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/util.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/util.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/util.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/versions.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/versions.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/core/versions.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/index.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/index.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/index.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ar.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ar.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ar.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/az.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/az.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/az.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/be.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/be.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/be.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/bg.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/bg.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/bg.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ca.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ca.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ca.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/cs.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/cs.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/cs.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/da.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/da.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/da.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/de.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/de.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/de.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/en.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/en.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/en.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/eo.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/eo.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/eo.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/es.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/es.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/es.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/fa.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/fa.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/fa.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/fi.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/fi.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/fi.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/fr-CA.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/fr-CA.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/fr-CA.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/fr.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/fr.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/fr.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/he.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/he.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/he.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/hu.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/hu.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/hu.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/hy.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/hy.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/hy.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/id.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/id.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/id.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/index.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/index.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/index.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/is.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/is.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/is.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/it.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/it.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/it.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ja.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ja.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ja.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ka.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ka.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ka.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/kh.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/kh.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/kh.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/km.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/km.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/km.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ko.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ko.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ko.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/lt.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/lt.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/lt.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/mk.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/mk.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/mk.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ms.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ms.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ms.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/nl.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/nl.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/nl.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/no.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/no.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/no.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ota.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ota.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ota.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/package.json,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/pl.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/pl.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/pl.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ps.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ps.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ps.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/pt.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/pt.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/pt.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ru.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ru.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ru.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/sl.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/sl.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/sl.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/sv.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/sv.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/sv.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ta.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ta.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ta.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/th.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/th.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/th.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/tr.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/tr.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/tr.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ua.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ua.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ua.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/uk.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/uk.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/uk.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ur.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ur.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/ur.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/uz.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/uz.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/uz.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/vi.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/vi.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/vi.js,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/yo.cjs,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/yo.d.cts,,,,Y,
node_modules/@github/copilot-sdk/node_modules/zod/v4/locales/yo.js,,,,Y,
